"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_SAFETY","Measure_safety","MEASURE_SAFETY"
"673","IRL","Ireland",2011,178.5,"Motor vehicle theft","VEH_THEFT"
"674","IRL","Ireland",2012,143.1,"Motor vehicle theft","VEH_THEFT"
"675","IRL","Ireland",2013,123.7,"Motor vehicle theft","VEH_THEFT"
"676","IRL","Ireland",2014,128.3,"Motor vehicle theft","VEH_THEFT"
"677","IRL","Ireland",2016,71.8,"Motor vehicle theft","VEH_THEFT"
"678","IRL","Ireland",2010,4.1,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"679","IRL","Ireland",2011,4.02,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"680","IRL","Ireland",2012,3.48,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"681","IRL","Ireland",2013,3.59,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"682","IRL","Ireland",2014,3.59,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"683","IRL","Ireland",2015,2.76,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"684","IRL","Ireland",2016,2.99,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"685","IRL","Ireland",2017,2.68,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"686","IRL","Ireland",2018,1.87,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"687","IRL","Ireland",2019,2,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"688","IRL","Ireland",2020,2,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"689","IRL","Ireland",2021,2,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"690","IRL","Ireland",2022,2,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"691","IRL","Ireland",2019,0.7,"Intentional homicides","HOMIC"
"692","IRL","Ireland",2020,0.7,"Intentional homicides","HOMIC"
"693","IRL","Ireland",2021,0.4,"Intentional homicides","HOMIC"
"694","IRL","Ireland",2022,0.9,"Intentional homicides","HOMIC"
"695","IRL","Ireland",2023,0.6,"Intentional homicides","HOMIC"
"696","IRL","Ireland",2015,104.8,"Motor vehicle theft","VEH_THEFT"
"697","IRL","Ireland",2017,72,"Motor vehicle theft","VEH_THEFT"
"698","IRL","Ireland",2018,76.8,"Motor vehicle theft","VEH_THEFT"
"699","IRL","Ireland",2019,72.6,"Motor vehicle theft","VEH_THEFT"
"700","IRL","Ireland",2020,51.7,"Motor vehicle theft","VEH_THEFT"
"701","IRL","Ireland",2021,54.7,"Motor vehicle theft","VEH_THEFT"
"702","IRL","Ireland",2022,79.6,"Motor vehicle theft","VEH_THEFT"
"703","IRL","Ireland",2023,93.9,"Motor vehicle theft","VEH_THEFT"
"704","IRL","Ireland",2010,1.2,"Intentional homicides","HOMIC"
"705","IRL","Ireland",2011,0.9,"Intentional homicides","HOMIC"
"706","IRL","Ireland",2012,1.1,"Intentional homicides","HOMIC"
"707","IRL","Ireland",2013,1,"Intentional homicides","HOMIC"
"708","IRL","Ireland",2014,1,"Intentional homicides","HOMIC"
"709","IRL","Ireland",2015,0.6,"Intentional homicides","HOMIC"
"710","IRL","Ireland",2016,0.7,"Intentional homicides","HOMIC"
"711","IRL","Ireland",2017,0.8,"Intentional homicides","HOMIC"
"712","IRL","Ireland",2018,0.8,"Intentional homicides","HOMIC"
"713","ISR","Israel",2010,5.4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"714","ISR","Israel",2011,5.1,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"715","ISR","Israel",2012,4.2,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"716","ISR","Israel",2013,4.4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"717","ISR","Israel",2014,4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"718","ISR","Israel",2015,4.6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"719","ISR","Israel",2016,4.6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"720","ISR","Israel",2017,4.5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"721","ISR","Israel",2018,3.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"722","ISR","Israel",2019,4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"723","ISR","Israel",2020,3.8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"724","ISR","Israel",2021,4.1,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"725","ISR","Israel",2022,4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"726","ISR","Israel",2010,267.6,"Motor vehicle theft","VEH_THEFT"
"727","ITA","Italy",2019,219.6,"Motor vehicle theft","VEH_THEFT"
"728","ITA","Italy",2020,170,"Motor vehicle theft","VEH_THEFT"
"729","ITA","Italy",2021,186.3,"Motor vehicle theft","VEH_THEFT"
"730","ITA","Italy",2022,213.1,"Motor vehicle theft","VEH_THEFT"
"731","ITA","Italy",2011,7.2,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"732","ITA","Italy",2010,7.3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"733","ITA","Italy",2012,6.6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"734","ITA","Italy",2013,5.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"735","ITA","Italy",2014,5.8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"736","ITA","Italy",2015,5.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"737","ITA","Italy",2016,5.7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"738","ITA","Italy",2017,5.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"739","ITA","Italy",2018,5.7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"740","ITA","Italy",2019,5.5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"741","ITA","Italy",2020,4.3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"742","ITA","Italy",2021,5.2,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"743","ITA","Italy",2022,5.6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"744","ITA","Italy",2013,0.8,"Intentional homicides","HOMIC"
"745","ITA","Italy",2021,0.5,"Intentional homicides","HOMIC"
"746","ITA","Italy",2022,0.6,"Intentional homicides","HOMIC"
"747","ITA","Italy",2023,0.6,"Intentional homicides","HOMIC"
"748","ITA","Italy",2010,330.3,"Motor vehicle theft","VEH_THEFT"
"749","ITA","Italy",2011,331.1,"Motor vehicle theft","VEH_THEFT"
"750","ITA","Italy",2012,326.6,"Motor vehicle theft","VEH_THEFT"
"751","ITA","Italy",2013,304.2,"Motor vehicle theft","VEH_THEFT"
"752","ITA","Italy",2014,292.5,"Motor vehicle theft","VEH_THEFT"
"753","ITA","Italy",2015,275,"Motor vehicle theft","VEH_THEFT"
"754","ITA","Italy",2016,261.1,"Motor vehicle theft","VEH_THEFT"
"755","ITA","Italy",2017,242.9,"Motor vehicle theft","VEH_THEFT"
"756","ITA","Italy",2018,235.7,"Motor vehicle theft","VEH_THEFT"
"757","ITA","Italy",2023,227.4,"Motor vehicle theft","VEH_THEFT"
"758","ITA","Italy",2010,0.9,"Intentional homicides","HOMIC"
"759","ITA","Italy",2011,0.9,"Intentional homicides","HOMIC"
"760","ITA","Italy",2012,0.9,"Intentional homicides","HOMIC"
"761","ITA","Italy",2014,0.8,"Intentional homicides","HOMIC"
"762","ITA","Italy",2015,0.8,"Intentional homicides","HOMIC"
"763","ITA","Italy",2016,0.7,"Intentional homicides","HOMIC"
"764","ITA","Italy",2017,0.6,"Intentional homicides","HOMIC"
"765","ITA","Italy",2018,0.6,"Intentional homicides","HOMIC"
"766","ITA","Italy",2019,0.5,"Intentional homicides","HOMIC"
"767","ITA","Italy",2020,0.5,"Intentional homicides","HOMIC"
"768","JPN","Japan",2010,76.7,"Motor vehicle theft","VEH_THEFT"
"769","JPN","Japan",2011,73.7,"Motor vehicle theft","VEH_THEFT"
"770","JPN","Japan",2012,64.1,"Motor vehicle theft","VEH_THEFT"
"771","JPN","Japan",2013,57.3,"Motor vehicle theft","VEH_THEFT"
"772","JPN","Japan",2014,47.1,"Motor vehicle theft","VEH_THEFT"
"773","JPN","Japan",2015,38.8,"Motor vehicle theft","VEH_THEFT"
"774","JPN","Japan",2016,28.3,"Motor vehicle theft","VEH_THEFT"
"775","JPN","Japan",2017,23.9,"Motor vehicle theft","VEH_THEFT"
"776","JPN","Japan",2018,18.9,"Motor vehicle theft","VEH_THEFT"
"777","JPN","Japan",2019,14.5,"Motor vehicle theft","VEH_THEFT"
"778","JPN","Japan",2020,11.3,"Motor vehicle theft","VEH_THEFT"
"779","JPN","Japan",2021,10.2,"Motor vehicle theft","VEH_THEFT"
"780","JPN","Japan",2022,10.9,"Motor vehicle theft","VEH_THEFT"
"781","JPN","Japan",2023,12.6,"Motor vehicle theft","VEH_THEFT"
"782","JPN","Japan",2017,4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"783","JPN","Japan",2010,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"784","JPN","Japan",2011,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"785","JPN","Japan",2012,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"786","JPN","Japan",2013,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"787","JPN","Japan",2014,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"788","JPN","Japan",2015,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"789","JPN","Japan",2016,4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"790","JPN","Japan",2018,4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"791","JPN","Japan",2019,4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"792","JPN","Japan",2020,3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"793","JPN","Japan",2021,3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"794","JPN","Japan",2022,3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"795","JPN","Japan",2010,0.8,"Intentional homicides","HOMIC"
"796","JPN","Japan",2011,0.8,"Intentional homicides","HOMIC"
"797","JPN","Japan",2012,0.8,"Intentional homicides","HOMIC"
"798","JPN","Japan",2013,0.7,"Intentional homicides","HOMIC"
"799","JPN","Japan",2014,0.8,"Intentional homicides","HOMIC"
"800","JPN","Japan",2015,0.7,"Intentional homicides","HOMIC"
"801","JPN","Japan",2016,0.7,"Intentional homicides","HOMIC"
"802","JPN","Japan",2017,0.7,"Intentional homicides","HOMIC"
"803","JPN","Japan",2018,0.7,"Intentional homicides","HOMIC"
"804","JPN","Japan",2019,0.8,"Intentional homicides","HOMIC"
"805","JPN","Japan",2020,0.7,"Intentional homicides","HOMIC"
"806","JPN","Japan",2021,0.7,"Intentional homicides","HOMIC"
"807","KOR","Korea",2010,14,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"808","KOR","Korea",2011,13,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"809","KOR","Korea",2012,13,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"810","KOR","Korea",2013,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"811","KOR","Korea",2014,11,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"812","KOR","Korea",2015,11,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"813","KOR","Korea",2016,10,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"814","KOR","Korea",2017,10,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"815","KOR","Korea",2018,9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"816","KOR","Korea",2019,8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"817","KOR","Korea",2020,8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"818","KOR","Korea",2021,7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"819","KOR","Korea",2010,2.5,"Intentional homicides","HOMIC"
"820","KOR","Korea",2011,2,"Intentional homicides","HOMIC"
"821","KOR","Korea",2012,1.6,"Intentional homicides","HOMIC"
"822","KOR","Korea",2013,1.5,"Intentional homicides","HOMIC"
"823","KOR","Korea",2014,1.5,"Intentional homicides","HOMIC"
"824","KOR","Korea",2015,1.5,"Intentional homicides","HOMIC"
"825","KOR","Korea",2016,1.4,"Intentional homicides","HOMIC"
"826","KOR","Korea",2017,1.3,"Intentional homicides","HOMIC"
"827","KOR","Korea",2018,1.3,"Intentional homicides","HOMIC"
"828","KOR","Korea",2019,1.3,"Intentional homicides","HOMIC"
"829","KOR","Korea",2020,1.2,"Intentional homicides","HOMIC"
"830","KOR","Korea",2021,1.1,"Intentional homicides","HOMIC"
"831","LVA","Latvia",2010,59.6,"Motor vehicle theft","VEH_THEFT"
"832","LVA","Latvia",2013,53.8,"Motor vehicle theft","VEH_THEFT"
"833","LVA","Latvia",2016,51.7,"Motor vehicle theft","VEH_THEFT"
"834","LVA","Latvia",2017,58,"Motor vehicle theft","VEH_THEFT"
"835","LVA","Latvia",2011,10.05,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"836","LVA","Latvia",2012,10.37,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"837","LVA","Latvia",2013,10.19,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"838","LVA","Latvia",2014,12.44,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"839","LVA","Latvia",2015,11.38,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"840","LVA","Latvia",2016,10.51,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"841","LVA","Latvia",2017,8.24,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"842","LVA","Latvia",2018,9.44,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"843","LVA","Latvia",2010,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"844","LVA","Latvia",2019,8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"845","LVA","Latvia",2020,8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"846","LVA","Latvia",2021,9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"847","LVA","Latvia",2022,7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"848","LVA","Latvia",2016,6.5,"Intentional homicides","HOMIC"
"849","LVA","Latvia",2017,6.6,"Intentional homicides","HOMIC"
"850","LVA","Latvia",2018,6.5,"Intentional homicides","HOMIC"
"851","LVA","Latvia",2019,4.8,"Intentional homicides","HOMIC"
"852","LVA","Latvia",2020,4.9,"Intentional homicides","HOMIC"
"853","LVA","Latvia",2021,5.2,"Intentional homicides","HOMIC"
"854","LVA","Latvia",2022,4,"Intentional homicides","HOMIC"
"855","LVA","Latvia",2023,4.2,"Intentional homicides","HOMIC"
"856","LVA","Latvia",2014,53.4,"Motor vehicle theft","VEH_THEFT"
"857","LVA","Latvia",2015,60.5,"Motor vehicle theft","VEH_THEFT"
"858","LVA","Latvia",2018,53.5,"Motor vehicle theft","VEH_THEFT"
"859","LVA","Latvia",2019,22.2,"Motor vehicle theft","VEH_THEFT"
"860","LVA","Latvia",2020,39.1,"Motor vehicle theft","VEH_THEFT"
"861","LVA","Latvia",2021,22.1,"Motor vehicle theft","VEH_THEFT"
"862","LVA","Latvia",2022,26.8,"Motor vehicle theft","VEH_THEFT"
"863","LVA","Latvia",2023,24.3,"Motor vehicle theft","VEH_THEFT"
"864","LVA","Latvia",2010,3.9,"Intentional homicides","HOMIC"
"865","LVA","Latvia",2011,4.4,"Intentional homicides","HOMIC"
"866","LVA","Latvia",2012,5.6,"Intentional homicides","HOMIC"
"867","LVA","Latvia",2013,3.7,"Intentional homicides","HOMIC"
"868","LVA","Latvia",2014,4.3,"Intentional homicides","HOMIC"
"869","LVA","Latvia",2015,4.4,"Intentional homicides","HOMIC"
"870","LTU","Lithuania",2021,9.6,"Motor vehicle theft","VEH_THEFT"
"871","LTU","Lithuania",2022,11.7,"Motor vehicle theft","VEH_THEFT"
"872","LTU","Lithuania",2010,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"873","LTU","Lithuania",2011,11.79,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"874","LTU","Lithuania",2012,12.81,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"875","LTU","Lithuania",2013,10.48,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"876","LTU","Lithuania",2014,10.87,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"877","LTU","Lithuania",2015,10.38,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"878","LTU","Lithuania",2016,8.36,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"879","LTU","Lithuania",2017,8.62,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"880","LTU","Lithuania",2018,7.88,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"881","LTU","Lithuania",2019,7.49,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"882","LTU","Lithuania",2020,7.53,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"883","LTU","Lithuania",2021,6.47,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"884","LTU","Lithuania",2022,5.87,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"885","LTU","Lithuania",2023,6.16,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"886","LTU","Lithuania",2010,6.4,"Intentional homicides","HOMIC"
"887","LTU","Lithuania",2011,6.2,"Intentional homicides","HOMIC"
"888","LTU","Lithuania",2012,6.1,"Intentional homicides","HOMIC"
"889","LTU","Lithuania",2016,4.8,"Intentional homicides","HOMIC"
"890","LTU","Lithuania",2020,3.5,"Intentional homicides","HOMIC"
"891","LTU","Lithuania",2023,2.4,"Intentional homicides","HOMIC"
"892","LTU","Lithuania",2010,56,"Motor vehicle theft","VEH_THEFT"
"893","LTU","Lithuania",2011,50.2,"Motor vehicle theft","VEH_THEFT"
"894","LTU","Lithuania",2012,49.2,"Motor vehicle theft","VEH_THEFT"
"895","LTU","Lithuania",2013,42.4,"Motor vehicle theft","VEH_THEFT"
"896","LTU","Lithuania",2014,34.4,"Motor vehicle theft","VEH_THEFT"
"897","LTU","Lithuania",2015,32.7,"Motor vehicle theft","VEH_THEFT"
"898","LTU","Lithuania",2016,36.6,"Motor vehicle theft","VEH_THEFT"
"899","LTU","Lithuania",2017,31.1,"Motor vehicle theft","VEH_THEFT"
"900","LTU","Lithuania",2018,23.9,"Motor vehicle theft","VEH_THEFT"
"901","LTU","Lithuania",2019,20.1,"Motor vehicle theft","VEH_THEFT"
"902","LTU","Lithuania",2020,16.9,"Motor vehicle theft","VEH_THEFT"
"903","LTU","Lithuania",2023,9.9,"Motor vehicle theft","VEH_THEFT"
"904","LTU","Lithuania",2013,5.8,"Intentional homicides","HOMIC"
"905","LTU","Lithuania",2014,5.3,"Intentional homicides","HOMIC"
"906","LTU","Lithuania",2015,5.8,"Intentional homicides","HOMIC"
"907","LTU","Lithuania",2017,4,"Intentional homicides","HOMIC"
"908","LTU","Lithuania",2018,3.4,"Intentional homicides","HOMIC"
"909","LTU","Lithuania",2019,3,"Intentional homicides","HOMIC"
"910","LTU","Lithuania",2021,2.5,"Intentional homicides","HOMIC"
"911","LTU","Lithuania",2022,2.2,"Intentional homicides","HOMIC"
"912","LUX","Luxembourg",2010,84.4,"Motor vehicle theft","VEH_THEFT"
"913","LUX","Luxembourg",2011,89.1,"Motor vehicle theft","VEH_THEFT"
"914","LUX","Luxembourg",2010,4.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"915","LUX","Luxembourg",2011,5.98,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"916","LUX","Luxembourg",2012,5.84,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"917","LUX","Luxembourg",2013,7.18,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"918","LUX","Luxembourg",2014,6.29,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"919","LUX","Luxembourg",2015,6.32,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"920","LUX","Luxembourg",2016,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"921","LUX","Luxembourg",2017,3.35,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"922","LUX","Luxembourg",2018,4.77,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"923","LUX","Luxembourg",2013,0.4,"Intentional homicides","HOMIC"
"924","LUX","Luxembourg",2020,0.3,"Intentional homicides","HOMIC"
"925","LUX","Luxembourg",2021,0.5,"Intentional homicides","HOMIC"
"926","LUX","Luxembourg",2022,1.4,"Intentional homicides","HOMIC"
"927","LUX","Luxembourg",2010,1.6,"Intentional homicides","HOMIC"
"928","LUX","Luxembourg",2011,0.8,"Intentional homicides","HOMIC"
"929","LUX","Luxembourg",2012,0.6,"Intentional homicides","HOMIC"
"930","LUX","Luxembourg",2014,0.7,"Intentional homicides","HOMIC"
"931","LUX","Luxembourg",2015,0.9,"Intentional homicides","HOMIC"
"932","LUX","Luxembourg",2016,0.9,"Intentional homicides","HOMIC"
"933","LUX","Luxembourg",2017,0.3,"Intentional homicides","HOMIC"
"934","LUX","Luxembourg",2018,0.5,"Intentional homicides","HOMIC"
"935","LUX","Luxembourg",2019,0.6,"Intentional homicides","HOMIC"
"936","MLT","Malta",2010,3.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"937","MLT","Malta",2011,4.8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"938","MLT","Malta",2012,3.1,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"939","MLT","Malta",2013,5.4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"940","MLT","Malta",2014,2.53,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"941","MLT","Malta",2015,2.92,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"942","MLT","Malta",2016,5.71,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"943","MLT","Malta",2017,4.49,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"944","MLT","Malta",2018,3.51,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"945","MLT","Malta",2010,1,"Intentional homicides","HOMIC"
"946","MLT","Malta",2011,0.7,"Intentional homicides","HOMIC"
"947","MLT","Malta",2012,2.4,"Intentional homicides","HOMIC"
"948","MLT","Malta",2013,1.4,"Intentional homicides","HOMIC"
"949","MLT","Malta",2014,1.4,"Intentional homicides","HOMIC"
"950","MLT","Malta",2015,0.9,"Intentional homicides","HOMIC"
"951","MLT","Malta",2016,1.1,"Intentional homicides","HOMIC"
"952","MLT","Malta",2017,1.9,"Intentional homicides","HOMIC"
"953","MLT","Malta",2018,1.2,"Intentional homicides","HOMIC"
"954","MLT","Malta",2019,0.8,"Intentional homicides","HOMIC"
"955","MLT","Malta",2020,1.2,"Intentional homicides","HOMIC"
"956","MLT","Malta",2021,0.4,"Intentional homicides","HOMIC"
"957","MLT","Malta",2022,1.5,"Intentional homicides","HOMIC"
"958","MLT","Malta",2023,0.4,"Intentional homicides","HOMIC"
"959","MLT","Malta",2010,89.7,"Motor vehicle theft","VEH_THEFT"
"960","MLT","Malta",2011,87.4,"Motor vehicle theft","VEH_THEFT"
"961","MLT","Malta",2012,72.9,"Motor vehicle theft","VEH_THEFT"
"962","MLT","Malta",2013,76.5,"Motor vehicle theft","VEH_THEFT"
"963","MLT","Malta",2014,55.8,"Motor vehicle theft","VEH_THEFT"
"964","MLT","Malta",2015,51.6,"Motor vehicle theft","VEH_THEFT"
"965","MLT","Malta",2016,56.3,"Motor vehicle theft","VEH_THEFT"
"966","MLT","Malta",2017,71.1,"Motor vehicle theft","VEH_THEFT"
"967","MLT","Malta",2018,65.5,"Motor vehicle theft","VEH_THEFT"
"968","MLT","Malta",2019,48.6,"Motor vehicle theft","VEH_THEFT"
"969","MLT","Malta",2020,44.6,"Motor vehicle theft","VEH_THEFT"
"970","MLT","Malta",2021,49,"Motor vehicle theft","VEH_THEFT"
"971","MLT","Malta",2022,58.4,"Motor vehicle theft","VEH_THEFT"
"972","MLT","Malta",2023,51.6,"Motor vehicle theft","VEH_THEFT"
"973","MEX","Mexico",2010,133,"Motor vehicle theft","VEH_THEFT"
"974","MEX","Mexico",2011,159.3,"Motor vehicle theft","VEH_THEFT"
"975","MEX","Mexico",2012,144.5,"Motor vehicle theft","VEH_THEFT"
"976","MEX","Mexico",2013,157.2,"Motor vehicle theft","VEH_THEFT"
"977","MEX","Mexico",2014,142.9,"Motor vehicle theft","VEH_THEFT"
"978","MEX","Mexico",2015,144.5,"Motor vehicle theft","VEH_THEFT"
"979","MEX","Mexico",2016,148,"Motor vehicle theft","VEH_THEFT"
"980","MEX","Mexico",2017,170.6,"Motor vehicle theft","VEH_THEFT"
"981","MEX","Mexico",2018,173.8,"Motor vehicle theft","VEH_THEFT"
"982","MEX","Mexico",2019,162.4,"Motor vehicle theft","VEH_THEFT"
"983","MEX","Mexico",2020,82,"Motor vehicle theft","VEH_THEFT"
"984","MEX","Mexico",2022,115.6,"Motor vehicle theft","VEH_THEFT"
"985","MEX","Mexico",2012,15,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"986","MEX","Mexico",2010,15,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"987","MEX","Mexico",2011,15,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"988","MEX","Mexico",2013,14,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"989","MEX","Mexico",2014,14,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"990","MEX","Mexico",2015,14,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"991","MEX","Mexico",2016,14,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"992","MEX","Mexico",2017,13,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"993","MEX","Mexico",2018,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"994","MEX","Mexico",2019,11,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"995","MEX","Mexico",2020,11,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"996","MEX","Mexico",2021,11,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"997","MEX","Mexico",2022,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"998","MEX","Mexico",2023,12.8772632952079,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"999","MEX","Mexico",2022,25.6,"Intentional homicides","HOMIC"
"1000","MEX","Mexico",2023,24.3,"Intentional homicides","HOMIC"
"1001","MEX","Mexico",2021,104,"Motor vehicle theft","VEH_THEFT"
"1002","MEX","Mexico",2023,115.7,"Motor vehicle theft","VEH_THEFT"
