"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_EL","Edu_attainment_lvl","ATTAINMENT_LEV"
"616","FIN","Finland",2018,45.188133,"Tertiary education","ISCED11A_5T8"
"617","FIN","Finland",2018,10.926194,"Below upper secondary education","ISCED11A_0T2"
"618","FIN","Finland",2018,43.885674,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"619","FIN","Finland",2017,43.799568,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"620","FIN","Finland",2017,11.896179,"Below upper secondary education","ISCED11A_0T2"
"621","FIN","Finland",2017,44.304253,"Tertiary education","ISCED11A_5T8"
"622","FIN","Finland",2015,44.410244,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"623","FIN","Finland",2015,12.847135,"Below upper secondary education","ISCED11A_0T2"
"624","FIN","Finland",2015,42.742619,"Tertiary education","ISCED11A_5T8"
"625","FIN","Finland",2024,42.7156982421875,"Tertiary education","ISCED11A_5T8"
"626","FIN","Finland",2024,10.8910894393921,"Below upper secondary education","ISCED11A_0T2"
"627","FIN","Finland",2024,46.3932113647461,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"628","FIN","Finland",2019,44.329529,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"629","FIN","Finland",2019,9.7360916,"Below upper secondary education","ISCED11A_0T2"
"630","FIN","Finland",2019,45.93438,"Tertiary education","ISCED11A_5T8"
"631","FIN","Finland",2020,47.874241,"Tertiary education","ISCED11A_5T8"
"632","FIN","Finland",2020,8.7888527,"Below upper secondary education","ISCED11A_0T2"
"633","FIN","Finland",2020,43.336906,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"634","FIN","Finland",2021,46.585629,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"635","FIN","Finland",2021,11.083303,"Below upper secondary education","ISCED11A_0T2"
"636","FIN","Finland",2021,42.33107,"Tertiary education","ISCED11A_5T8"
"637","FIN","Finland",2023,46.41966629,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"638","FIN","Finland",2023,11.04381943,"Below upper secondary education","ISCED11A_0T2"
"639","FIN","Finland",2023,42.53651428,"Tertiary education","ISCED11A_5T8"
"640","FIN","Finland",2022,42.63704681,"Tertiary education","ISCED11A_5T8"
"641","FIN","Finland",2022,10.89215374,"Below upper secondary education","ISCED11A_0T2"
"642","FIN","Finland",2022,46.47079849,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"643","FRA","France",1998,40.124184,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"644","FRA","France",1999,40.406479,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"645","FRA","France",2000,40.656166,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"646","FRA","France",2001,40.846359,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"647","FRA","France",2002,40.792923,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"648","FRA","France",2003,41.304752,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"649","FRA","France",2004,41.428524,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"650","FRA","France",2005,41.384293,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"651","FRA","France",2006,41.245548,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"652","FRA","France",2007,41.821098,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"653","FRA","France",2008,42.364265,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"654","FRA","France",2009,41.666153,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"655","FRA","France",2010,41.759781,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"656","FRA","France",2011,41.847446,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"657","FRA","France",2012,41.67841,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"658","FRA","France",1998,20.597754,"Tertiary education","ISCED11A_5T8"
"659","FRA","France",1999,21.456413,"Tertiary education","ISCED11A_5T8"
"660","FRA","France",2000,21.58481,"Tertiary education","ISCED11A_5T8"
"661","FRA","France",2001,23.020861,"Tertiary education","ISCED11A_5T8"
"662","FRA","France",2002,23.98011,"Tertiary education","ISCED11A_5T8"
"663","FRA","France",2003,23.917387,"Tertiary education","ISCED11A_5T8"
"664","FRA","France",2004,24.383652,"Tertiary education","ISCED11A_5T8"
"665","FRA","France",2005,25.425774,"Tertiary education","ISCED11A_5T8"
"666","FRA","France",2006,26.183411,"Tertiary education","ISCED11A_5T8"
"667","FRA","France",2007,26.646099,"Tertiary education","ISCED11A_5T8"
"668","FRA","France",2008,27.233906,"Tertiary education","ISCED11A_5T8"
"669","FRA","France",2009,28.588057,"Tertiary education","ISCED11A_5T8"
"670","FRA","France",2010,29.006897,"Tertiary education","ISCED11A_5T8"
"671","FRA","France",2011,29.767,"Tertiary education","ISCED11A_5T8"
"672","FRA","France",2012,30.856123,"Tertiary education","ISCED11A_5T8"
"673","FRA","France",1998,39.278065,"Below upper secondary education","ISCED11A_0T2"
"674","FRA","France",1999,38.137104,"Below upper secondary education","ISCED11A_0T2"
"675","FRA","France",2000,37.759026,"Below upper secondary education","ISCED11A_0T2"
"676","FRA","France",2001,36.132778,"Below upper secondary education","ISCED11A_0T2"
"677","FRA","France",2002,35.226971,"Below upper secondary education","ISCED11A_0T2"
"678","FRA","France",2003,34.777859,"Below upper secondary education","ISCED11A_0T2"
"679","FRA","France",2004,34.187824,"Below upper secondary education","ISCED11A_0T2"
"680","FRA","France",2005,33.189934,"Below upper secondary education","ISCED11A_0T2"
"681","FRA","France",2006,32.571041,"Below upper secondary education","ISCED11A_0T2"
"682","FRA","France",2007,31.532801,"Below upper secondary education","ISCED11A_0T2"
"683","FRA","France",2008,30.401829,"Below upper secondary education","ISCED11A_0T2"
"684","FRA","France",2009,29.745792,"Below upper secondary education","ISCED11A_0T2"
"685","FRA","France",2010,29.233322,"Below upper secondary education","ISCED11A_0T2"
"686","FRA","France",2011,28.385553,"Below upper secondary education","ISCED11A_0T2"
"687","FRA","France",2012,27.465466,"Below upper secondary education","ISCED11A_0T2"
"688","FRA","France",2013,42.740952,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"689","FRA","France",2013,25.153784,"Below upper secondary education","ISCED11A_0T2"
"690","FRA","France",2013,32.105263,"Tertiary education","ISCED11A_5T8"
"691","FRA","France",2014,33.539047,"Tertiary education","ISCED11A_5T8"
"692","FRA","France",2014,22.681496,"Below upper secondary education","ISCED11A_0T2"
"693","FRA","France",2014,43.779457,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"694","FRA","France",2018,36.897491,"Tertiary education","ISCED11A_5T8"
"695","FRA","France",2018,20.640024,"Below upper secondary education","ISCED11A_0T2"
"696","FRA","France",2018,42.462482,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"697","FRA","France",2017,43.171093,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"698","FRA","France",2017,21.615114,"Below upper secondary education","ISCED11A_0T2"
"699","FRA","France",2017,35.213791,"Tertiary education","ISCED11A_5T8"
"700","FRA","France",2016,34.582485,"Tertiary education","ISCED11A_5T8"
"701","FRA","France",2016,21.89171,"Below upper secondary education","ISCED11A_0T2"
"702","FRA","France",2016,43.525806,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"703","FRA","France",2015,43.447037,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"704","FRA","France",2015,22.467602,"Below upper secondary education","ISCED11A_0T2"
"705","FRA","France",2015,34.085361,"Tertiary education","ISCED11A_5T8"
"706","FRA","France",2024,43.3574409484863,"Tertiary education","ISCED11A_5T8"
"707","FRA","France",2024,16.0591068267822,"Below upper secondary education","ISCED11A_0T2"
"708","FRA","France",2024,40.5834503173828,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"709","FRA","France",2019,42.533596,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"710","FRA","France",2019,19.56168,"Below upper secondary education","ISCED11A_0T2"
"711","FRA","France",2019,37.904724,"Tertiary education","ISCED11A_5T8"
"712","FRA","France",2020,39.717316,"Tertiary education","ISCED11A_5T8"
"713","FRA","France",2020,18.510624,"Below upper secondary education","ISCED11A_0T2"
"714","FRA","France",2020,41.77206,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"715","FRA","France",2021,41.536697,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"716","FRA","France",2021,17.760235,"Below upper secondary education","ISCED11A_0T2"
"717","FRA","France",2021,40.703068,"Tertiary education","ISCED11A_5T8"
"718","FRA","France",2023,41.22233582,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"719","FRA","France",2023,16.34615135,"Below upper secondary education","ISCED11A_0T2"
"720","FRA","France",2023,42.43151093,"Tertiary education","ISCED11A_5T8"
"721","FRA","France",2022,41.64321136,"Tertiary education","ISCED11A_5T8"
"722","FRA","France",2022,16.70079613,"Below upper secondary education","ISCED11A_0T2"
"723","FRA","France",2022,41.6559906,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"724","G20","G20",2023,28.8952768032367,"Below upper secondary education","ISCED11A_0T2"
"725","G20","G20",2023,38.0282216753278,"Tertiary education","ISCED11A_5T8"
"726","G20","G20",2023,34.4133805495042,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"727","G20","G20",2010,34.711678,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"728","G20","G20",2010,26.296226,"Tertiary education","ISCED11A_5T8"
"729","G20","G20",2010,40.314507,"Below upper secondary education","ISCED11A_0T2"
"730","G20","G20",2020,32.8258522259979,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"731","G20","G20",2020,34.8311574142723,"Below upper secondary education","ISCED11A_0T2"
"732","G20","G20",2020,33.5591211684606,"Tertiary education","ISCED11A_5T8"
"733","G20","G20",2021,32.0605677538003,"Below upper secondary education","ISCED11A_0T2"
"734","G20","G20",2021,35.2073726630778,"Tertiary education","ISCED11A_5T8"
"735","G20","G20",2021,34.1222108166678,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"736","G20","G20",2022,33.7156810382894,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"737","G20","G20",2022,33.364995882465,"Below upper secondary education","ISCED11A_0T2"
"738","G20","G20",2022,34.3351647843285,"Tertiary education","ISCED11A_5T8"
"739","DEU","Germany",2014,27.057884,"Tertiary education","ISCED11A_5T8"
"740","DEU","Germany",2014,13.096583,"Below upper secondary education","ISCED11A_0T2"
"741","DEU","Germany",2014,59.845531,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"742","DEU","Germany",2018,29.065134,"Tertiary education","ISCED11A_5T8"
"743","DEU","Germany",2018,13.324821,"Below upper secondary education","ISCED11A_0T2"
"744","DEU","Germany",2018,57.610046,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"745","DEU","Germany",2017,57.93824,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"746","DEU","Germany",2017,13.478389,"Below upper secondary education","ISCED11A_0T2"
"747","DEU","Germany",2017,28.58337,"Tertiary education","ISCED11A_5T8"
"748","DEU","Germany",2016,28.291723,"Tertiary education","ISCED11A_5T8"
"749","DEU","Germany",2016,13.523512,"Below upper secondary education","ISCED11A_0T2"
"750","DEU","Germany",2016,58.184765,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"751","DEU","Germany",2015,59.153015,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"752","DEU","Germany",2015,13.208749,"Below upper secondary education","ISCED11A_0T2"
"753","DEU","Germany",2015,27.638235,"Tertiary education","ISCED11A_5T8"
"754","DEU","Germany",2024,34.2657623291016,"Tertiary education","ISCED11A_5T8"
"755","DEU","Germany",2024,15.8777446746826,"Below upper secondary education","ISCED11A_0T2"
"756","DEU","Germany",2024,49.8564949035645,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"757","DEU","Germany",2019,56.822407,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"758","DEU","Germany",2019,13.27747,"Below upper secondary education","ISCED11A_0T2"
"759","DEU","Germany",2019,29.900126,"Tertiary education","ISCED11A_5T8"
"760","DEU","Germany",2020,31.255043,"Tertiary education","ISCED11A_5T8"
"761","DEU","Germany",2020,13.894735,"Below upper secondary education","ISCED11A_0T2"
"762","DEU","Germany",2020,54.85022,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"763","DEU","Germany",2021,54.184395,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"764","DEU","Germany",2021,14.672102,"Below upper secondary education","ISCED11A_0T2"
"765","DEU","Germany",2021,31.143503,"Tertiary education","ISCED11A_5T8"
"766","DEU","Germany",2023,49.91540909,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"767","DEU","Germany",2023,16.65015602,"Below upper secondary education","ISCED11A_0T2"
"768","DEU","Germany",2023,33.43443298,"Tertiary education","ISCED11A_5T8"
"769","DEU","Germany",2022,32.51554108,"Tertiary education","ISCED11A_5T8"
"770","DEU","Germany",2022,16.4598217,"Below upper secondary education","ISCED11A_0T2"
"771","DEU","Germany",2022,51.02463913,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"772","GRC","Greece",2014,40.160664,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"773","GRC","Greece",2014,31.733679,"Below upper secondary education","ISCED11A_0T2"
"774","GRC","Greece",2014,28.105659,"Tertiary education","ISCED11A_5T8"
"775","GRC","Greece",2018,41.629566,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"776","GRC","Greece",2018,26.630527,"Below upper secondary education","ISCED11A_0T2"
"777","GRC","Greece",2018,31.739904,"Tertiary education","ISCED11A_5T8"
"778","GRC","Greece",2017,31.027514,"Tertiary education","ISCED11A_5T8"
"779","GRC","Greece",2017,27.290607,"Below upper secondary education","ISCED11A_0T2"
"780","GRC","Greece",2017,41.681881,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"781","GRC","Greece",2016,41.418648,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"782","GRC","Greece",2016,28.349747,"Below upper secondary education","ISCED11A_0T2"
"783","GRC","Greece",2016,30.231607,"Tertiary education","ISCED11A_5T8"
"784","GRC","Greece",2015,29.057495,"Tertiary education","ISCED11A_5T8"
"785","GRC","Greece",2015,29.780088,"Below upper secondary education","ISCED11A_0T2"
"786","GRC","Greece",2015,41.162418,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"787","GRC","Greece",2024,46.6523246765137,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"788","GRC","Greece",2024,18.0556087493896,"Below upper secondary education","ISCED11A_0T2"
"789","GRC","Greece",2024,35.292064666748,"Tertiary education","ISCED11A_5T8"
"790","GRC","Greece",2019,31.890486,"Tertiary education","ISCED11A_5T8"
"791","GRC","Greece",2019,26.043503,"Below upper secondary education","ISCED11A_0T2"
"792","GRC","Greece",2019,42.06601,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"793","GRC","Greece",2020,43.652027,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"794","GRC","Greece",2020,23.603962,"Below upper secondary education","ISCED11A_0T2"
"795","GRC","Greece",2020,32.744011,"Tertiary education","ISCED11A_5T8"
"796","GRC","Greece",2021,34.556225,"Tertiary education","ISCED11A_5T8"
"797","GRC","Greece",2021,21.812767,"Below upper secondary education","ISCED11A_0T2"
"798","GRC","Greece",2021,43.631008,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"799","GRC","Greece",2023,34.32847595,"Tertiary education","ISCED11A_5T8"
"800","GRC","Greece",2023,19.2255249,"Below upper secondary education","ISCED11A_0T2"
"801","GRC","Greece",2023,46.44599915,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"802","GRC","Greece",2022,45.172092,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"803","GRC","Greece",2022,19.723778,"Below upper secondary education","ISCED11A_0T2"
"804","GRC","Greece",2022,35.10413,"Tertiary education","ISCED11A_5T8"
"805","HUN","Hungary",1998,50.111961,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"806","HUN","Hungary",1999,53.823689,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"807","HUN","Hungary",2000,55.17625,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"808","HUN","Hungary",2001,56.029442,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"809","HUN","Hungary",2002,57.210911,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"810","HUN","Hungary",2003,58.6562,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"811","HUN","Hungary",2004,58.601334,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"812","HUN","Hungary",2005,59.306282,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"813","HUN","Hungary",2006,60.374454,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"814","HUN","Hungary",2007,61.157066,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"815","HUN","Hungary",2008,60.505455,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"816","HUN","Hungary",2009,60.712025,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"817","HUN","Hungary",2010,61.170437,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"818","HUN","Hungary",2011,60.643833,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"819","HUN","Hungary",2012,60.073402,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"820","HUN","Hungary",1998,13.1676,"Tertiary education","ISCED11A_5T8"
"821","HUN","Hungary",1999,13.516391,"Tertiary education","ISCED11A_5T8"
"822","HUN","Hungary",2000,14.041859,"Tertiary education","ISCED11A_5T8"
"823","HUN","Hungary",2001,13.984717,"Tertiary education","ISCED11A_5T8"
"824","HUN","Hungary",2002,14.211662,"Tertiary education","ISCED11A_5T8"
"825","HUN","Hungary",2003,15.416001,"Tertiary education","ISCED11A_5T8"
"826","HUN","Hungary",2004,16.748745,"Tertiary education","ISCED11A_5T8"
"827","HUN","Hungary",2005,17.083904,"Tertiary education","ISCED11A_5T8"
"828","HUN","Hungary",2006,17.699047,"Tertiary education","ISCED11A_5T8"
"829","HUN","Hungary",2007,18.048761,"Tertiary education","ISCED11A_5T8"
"830","HUN","Hungary",2008,19.197906,"Tertiary education","ISCED11A_5T8"
"831","HUN","Hungary",2009,19.86219,"Tertiary education","ISCED11A_5T8"
"832","HUN","Hungary",2010,20.121918,"Tertiary education","ISCED11A_5T8"
"833","HUN","Hungary",2011,21.124001,"Tertiary education","ISCED11A_5T8"
"834","HUN","Hungary",2012,22.046715,"Tertiary education","ISCED11A_5T8"
"835","HUN","Hungary",1998,36.720436,"Below upper secondary education","ISCED11A_0T2"
"836","HUN","Hungary",1999,32.65992,"Below upper secondary education","ISCED11A_0T2"
"837","HUN","Hungary",2000,30.781889,"Below upper secondary education","ISCED11A_0T2"
"838","HUN","Hungary",2001,29.98584,"Below upper secondary education","ISCED11A_0T2"
"839","HUN","Hungary",2002,28.577425,"Below upper secondary education","ISCED11A_0T2"
"840","HUN","Hungary",2003,25.927795,"Below upper secondary education","ISCED11A_0T2"
"841","HUN","Hungary",2004,24.64992,"Below upper secondary education","ISCED11A_0T2"
"842","HUN","Hungary",2005,23.609816,"Below upper secondary education","ISCED11A_0T2"
"843","HUN","Hungary",2006,21.9265,"Below upper secondary education","ISCED11A_0T2"
"844","HUN","Hungary",2007,20.79417,"Below upper secondary education","ISCED11A_0T2"
"845","HUN","Hungary",2008,20.296638,"Below upper secondary education","ISCED11A_0T2"
"846","HUN","Hungary",2009,19.425785,"Below upper secondary education","ISCED11A_0T2"
"847","HUN","Hungary",2010,18.707645,"Below upper secondary education","ISCED11A_0T2"
"848","HUN","Hungary",2011,18.232164,"Below upper secondary education","ISCED11A_0T2"
"849","HUN","Hungary",2012,17.879883,"Below upper secondary education","ISCED11A_0T2"
"850","HUN","Hungary",2013,59.988312,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"851","HUN","Hungary",2013,22.505821,"Tertiary education","ISCED11A_5T8"
"852","HUN","Hungary",2013,17.505869,"Below upper secondary education","ISCED11A_0T2"
"853","HUN","Hungary",2014,16.905603,"Below upper secondary education","ISCED11A_0T2"
"854","HUN","Hungary",2014,23.356073,"Tertiary education","ISCED11A_5T8"
"855","HUN","Hungary",2014,59.738323,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"856","HUN","Hungary",2018,15.138174,"Below upper secondary education","ISCED11A_0T2"
"857","HUN","Hungary",2018,25.101177,"Tertiary education","ISCED11A_5T8"
"858","HUN","Hungary",2018,59.760651,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"859","HUN","Hungary",2017,59.972206,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"860","HUN","Hungary",2017,24.054041,"Tertiary education","ISCED11A_5T8"
"861","HUN","Hungary",2017,15.97375,"Below upper secondary education","ISCED11A_0T2"
"862","HUN","Hungary",2016,16.637701,"Below upper secondary education","ISCED11A_0T2"
"863","HUN","Hungary",2016,23.713329,"Tertiary education","ISCED11A_5T8"
"864","HUN","Hungary",2016,59.648968,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"865","HUN","Hungary",2015,58.9744,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"866","HUN","Hungary",2015,24.242552,"Tertiary education","ISCED11A_5T8"
"867","HUN","Hungary",2015,16.783051,"Below upper secondary education","ISCED11A_0T2"
"868","HUN","Hungary",2024,11.8995113372803,"Below upper secondary education","ISCED11A_0T2"
"869","HUN","Hungary",2024,31.1009025573731,"Tertiary education","ISCED11A_5T8"
"870","HUN","Hungary",2024,56.9995880126953,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"871","HUN","Hungary",2019,58.9921,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"872","HUN","Hungary",2019,25.981535,"Tertiary education","ISCED11A_5T8"
"873","HUN","Hungary",2019,15.026365,"Below upper secondary education","ISCED11A_0T2"
"874","HUN","Hungary",2020,14.426455,"Below upper secondary education","ISCED11A_0T2"
"875","HUN","Hungary",2020,27.203154,"Tertiary education","ISCED11A_5T8"
"876","HUN","Hungary",2020,58.370392,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"877","HUN","Hungary",2021,56.985195,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"878","HUN","Hungary",2021,29.29541,"Tertiary education","ISCED11A_5T8"
"879","HUN","Hungary",2021,13.719394,"Below upper secondary education","ISCED11A_0T2"
"880","HUN","Hungary",2023,57.53584671,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"881","HUN","Hungary",2023,29.81768417,"Tertiary education","ISCED11A_5T8"
"882","HUN","Hungary",2023,12.64647007,"Below upper secondary education","ISCED11A_0T2"
"883","HUN","Hungary",2022,12.98109531,"Below upper secondary education","ISCED11A_0T2"
"884","HUN","Hungary",2022,29.40613174,"Tertiary education","ISCED11A_5T8"
"885","HUN","Hungary",2022,57.6127739,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"886","ISL","Iceland",2003,37.875629,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"887","ISL","Iceland",2003,34.262501,"Below upper secondary education","ISCED11A_0T2"
"888","ISL","Iceland",2003,27.861868,"Tertiary education","ISCED11A_5T8"
"889","ISL","Iceland",2004,27.94356,"Tertiary education","ISCED11A_5T8"
"890","ISL","Iceland",2004,33.643612,"Below upper secondary education","ISCED11A_0T2"
"891","ISL","Iceland",2004,38.412827,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"892","ISL","Iceland",2005,38.702599,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"893","ISL","Iceland",2005,31.825998,"Below upper secondary education","ISCED11A_0T2"
"894","ISL","Iceland",2005,29.471401,"Tertiary education","ISCED11A_5T8"
"895","ISL","Iceland",2006,30.411818,"Tertiary education","ISCED11A_5T8"
"896","ISL","Iceland",2006,31.31949,"Below upper secondary education","ISCED11A_0T2"
"897","ISL","Iceland",2006,38.268692,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"898","ISL","Iceland",2007,38.3759,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"899","ISL","Iceland",2007,30.819305,"Below upper secondary education","ISCED11A_0T2"
"900","ISL","Iceland",2007,30.804794,"Tertiary education","ISCED11A_5T8"
"901","ISL","Iceland",2008,31.591888,"Tertiary education","ISCED11A_5T8"
"902","ISL","Iceland",2008,30.940493,"Below upper secondary education","ISCED11A_0T2"
"903","ISL","Iceland",2008,37.467621,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"904","ISL","Iceland",2009,37.08683,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"905","ISL","Iceland",2009,30.005922,"Below upper secondary education","ISCED11A_0T2"
"906","ISL","Iceland",2009,32.907246,"Tertiary education","ISCED11A_5T8"
"907","ISL","Iceland",2010,31.298735,"Tertiary education","ISCED11A_5T8"
"908","ISL","Iceland",2010,30.850618,"Below upper secondary education","ISCED11A_0T2"
"909","ISL","Iceland",2010,37.850647,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"910","ISL","Iceland",2011,37.016365,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"911","ISL","Iceland",2011,30.366735,"Below upper secondary education","ISCED11A_0T2"
"912","ISL","Iceland",2011,32.616898,"Tertiary education","ISCED11A_5T8"
"913","ISL","Iceland",2012,33.888733,"Tertiary education","ISCED11A_5T8"
"914","ISL","Iceland",2012,30.561222,"Below upper secondary education","ISCED11A_0T2"
"915","ISL","Iceland",2012,35.550045,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"916","ISL","Iceland",2013,36.267162,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"917","ISL","Iceland",2013,29.45565,"Below upper secondary education","ISCED11A_0T2"
"918","ISL","Iceland",2013,34.277187,"Tertiary education","ISCED11A_5T8"
"919","ISL","Iceland",2014,35.608643,"Tertiary education","ISCED11A_5T8"
"920","ISL","Iceland",2014,28.481115,"Below upper secondary education","ISCED11A_0T2"
"921","ISL","Iceland",2014,35.91024,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"922","ISL","Iceland",2018,40.279774,"Tertiary education","ISCED11A_5T8"
"923","ISL","Iceland",2018,24.459627,"Below upper secondary education","ISCED11A_0T2"
"924","ISL","Iceland",2018,35.260601,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"925","ISL","Iceland",2017,35.749207,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"926","ISL","Iceland",2017,25.207304,"Below upper secondary education","ISCED11A_0T2"
"927","ISL","Iceland",2017,39.043491,"Tertiary education","ISCED11A_5T8"
"928","ISL","Iceland",2016,38.100773,"Tertiary education","ISCED11A_5T8"
"929","ISL","Iceland",2016,23.394308,"Below upper secondary education","ISCED11A_0T2"
"930","ISL","Iceland",2016,38.504921,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
