"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_PHS","Health_status","HEALTH_STATUS"
"874","ITA","Italy",2021,8.1,"Bad/very bad health","B"
"875","ITA","Italy",2022,6.7,"Bad/very bad health","B"
"876","ITA","Italy",2023,6.1,"Bad/very bad health","B"
"877","JPN","Japan",2007,32.7,"Good/very good health","G"
"878","JPN","Japan",2010,30,"Good/very good health","G"
"879","JPN","Japan",2013,35.4,"Good/very good health","G"
"880","JPN","Japan",2016,35.5,"Good/very good health","G"
"881","JPN","Japan",2019,36.6,"Good/very good health","G"
"882","JPN","Japan",2022,37.1,"Good/very good health","G"
"883","JPN","Japan",2007,45,"Fair (not good, not bad) health","F"
"884","JPN","Japan",2010,43,"Fair (not good, not bad) health","F"
"885","JPN","Japan",2013,49.1,"Fair (not good, not bad) health","F"
"886","JPN","Japan",2016,49.2,"Fair (not good, not bad) health","F"
"887","JPN","Japan",2019,48.7,"Fair (not good, not bad) health","F"
"888","JPN","Japan",2022,48.3,"Fair (not good, not bad) health","F"
"889","JPN","Japan",2007,14.1,"Bad/very bad health","B"
"890","JPN","Japan",2010,13.2,"Bad/very bad health","B"
"891","JPN","Japan",2013,14.5,"Bad/very bad health","B"
"892","JPN","Japan",2016,14.1,"Bad/very bad health","B"
"893","JPN","Japan",2019,13.6,"Bad/very bad health","B"
"894","JPN","Japan",2022,13.5,"Bad/very bad health","B"
"895","KOR","Korea",2008,51.6,"Good/very good health","G"
"896","KOR","Korea",2010,46.8,"Good/very good health","G"
"897","KOR","Korea",2012,44.3,"Good/very good health","G"
"898","KOR","Korea",2014,47.7,"Good/very good health","G"
"899","KOR","Korea",2016,46.3,"Good/very good health","G"
"900","KOR","Korea",2018,48.1,"Good/very good health","G"
"901","KOR","Korea",2020,49.6,"Good/very good health","G"
"902","KOR","Korea",2022,52.4,"Good/very good health","G"
"903","KOR","Korea",2008,34.5,"Fair (not good, not bad) health","F"
"904","KOR","Korea",2010,37.5,"Fair (not good, not bad) health","F"
"905","KOR","Korea",2012,39.2,"Fair (not good, not bad) health","F"
"906","KOR","Korea",2014,36.7,"Fair (not good, not bad) health","F"
"907","KOR","Korea",2016,38.3,"Fair (not good, not bad) health","F"
"908","KOR","Korea",2018,36.6,"Fair (not good, not bad) health","F"
"909","KOR","Korea",2020,36.5,"Fair (not good, not bad) health","F"
"910","KOR","Korea",2022,35.3,"Fair (not good, not bad) health","F"
"911","KOR","Korea",2008,14,"Bad/very bad health","B"
"912","KOR","Korea",2010,15.7,"Bad/very bad health","B"
"913","KOR","Korea",2012,16.5,"Bad/very bad health","B"
"914","KOR","Korea",2014,15.6,"Bad/very bad health","B"
"915","KOR","Korea",2016,15.4,"Bad/very bad health","B"
"916","KOR","Korea",2018,15.4,"Bad/very bad health","B"
"917","KOR","Korea",2020,13.8,"Bad/very bad health","B"
"918","KOR","Korea",2022,12.3,"Bad/very bad health","B"
"919","LVA","Latvia",2007,42.5,"Good/very good health","G"
"920","LVA","Latvia",2008,43.5,"Good/very good health","G"
"921","LVA","Latvia",2009,46,"Good/very good health","G"
"922","LVA","Latvia",2010,47.8,"Good/very good health","G"
"923","LVA","Latvia",2011,46,"Good/very good health","G"
"924","LVA","Latvia",2012,46.7,"Good/very good health","G"
"925","LVA","Latvia",2013,45.2,"Good/very good health","G"
"926","LVA","Latvia",2014,45.8,"Good/very good health","G"
"927","LVA","Latvia",2015,46.2,"Good/very good health","G"
"928","LVA","Latvia",2016,47.2,"Good/very good health","G"
"929","LVA","Latvia",2017,44.2,"Good/very good health","G"
"930","LVA","Latvia",2018,46.9,"Good/very good health","G"
"931","LVA","Latvia",2019,47.1,"Good/very good health","G"
"932","LVA","Latvia",2020,49.7,"Good/very good health","G"
"933","LVA","Latvia",2021,49.8,"Good/very good health","G"
"934","LVA","Latvia",2022,50.2,"Good/very good health","G"
"935","LVA","Latvia",2023,47.6,"Good/very good health","G"
"936","LVA","Latvia",2007,38.4,"Fair (not good, not bad) health","F"
"937","LVA","Latvia",2008,38.4,"Fair (not good, not bad) health","F"
"938","LVA","Latvia",2009,37.1,"Fair (not good, not bad) health","F"
"939","LVA","Latvia",2010,34.7,"Fair (not good, not bad) health","F"
"940","LVA","Latvia",2011,36.3,"Fair (not good, not bad) health","F"
"941","LVA","Latvia",2012,38,"Fair (not good, not bad) health","F"
"942","LVA","Latvia",2013,38.1,"Fair (not good, not bad) health","F"
"943","LVA","Latvia",2014,37.1,"Fair (not good, not bad) health","F"
"944","LVA","Latvia",2015,37.5,"Fair (not good, not bad) health","F"
"945","LVA","Latvia",2016,37.1,"Fair (not good, not bad) health","F"
"946","LVA","Latvia",2017,38.8,"Fair (not good, not bad) health","F"
"947","LVA","Latvia",2018,37.6,"Fair (not good, not bad) health","F"
"948","LVA","Latvia",2019,37.5,"Fair (not good, not bad) health","F"
"949","LVA","Latvia",2020,36.6,"Fair (not good, not bad) health","F"
"950","LVA","Latvia",2021,37.1,"Fair (not good, not bad) health","F"
"951","LVA","Latvia",2022,35.7,"Fair (not good, not bad) health","F"
"952","LVA","Latvia",2023,36.7,"Fair (not good, not bad) health","F"
"953","LVA","Latvia",2007,19.1,"Bad/very bad health","B"
"954","LVA","Latvia",2008,18,"Bad/very bad health","B"
"955","LVA","Latvia",2009,16.8,"Bad/very bad health","B"
"956","LVA","Latvia",2010,17.5,"Bad/very bad health","B"
"957","LVA","Latvia",2011,17.7,"Bad/very bad health","B"
"958","LVA","Latvia",2012,15.4,"Bad/very bad health","B"
"959","LVA","Latvia",2013,16.8,"Bad/very bad health","B"
"960","LVA","Latvia",2014,17.2,"Bad/very bad health","B"
"961","LVA","Latvia",2015,16.3,"Bad/very bad health","B"
"962","LVA","Latvia",2016,15.7,"Bad/very bad health","B"
"963","LVA","Latvia",2017,16.9,"Bad/very bad health","B"
"964","LVA","Latvia",2018,15.5,"Bad/very bad health","B"
"965","LVA","Latvia",2019,15.4,"Bad/very bad health","B"
"966","LVA","Latvia",2020,13.7,"Bad/very bad health","B"
"967","LVA","Latvia",2021,13.1,"Bad/very bad health","B"
"968","LVA","Latvia",2022,14.2,"Bad/very bad health","B"
"969","LVA","Latvia",2023,15.7,"Bad/very bad health","B"
"970","LTU","Lithuania",2007,48.5,"Good/very good health","G"
"971","LTU","Lithuania",2008,46.5,"Good/very good health","G"
"972","LTU","Lithuania",2009,48,"Good/very good health","G"
"973","LTU","Lithuania",2010,50.2,"Good/very good health","G"
"974","LTU","Lithuania",2011,43.9,"Good/very good health","G"
"975","LTU","Lithuania",2012,44.3,"Good/very good health","G"
"976","LTU","Lithuania",2013,46.1,"Good/very good health","G"
"977","LTU","Lithuania",2014,44.9,"Good/very good health","G"
"978","LTU","Lithuania",2015,42.6,"Good/very good health","G"
"979","LTU","Lithuania",2016,43.2,"Good/very good health","G"
"980","LTU","Lithuania",2017,43.7,"Good/very good health","G"
"981","LTU","Lithuania",2018,44,"Good/very good health","G"
"982","LTU","Lithuania",2019,46.1,"Good/very good health","G"
"983","LTU","Lithuania",2020,44.3,"Good/very good health","G"
"984","LTU","Lithuania",2021,47.8,"Good/very good health","G"
"985","LTU","Lithuania",2022,48.1,"Good/very good health","G"
"986","LTU","Lithuania",2023,47.6,"Good/very good health","G"
"987","LTU","Lithuania",2007,34.7,"Fair (not good, not bad) health","F"
"988","LTU","Lithuania",2008,34.6,"Fair (not good, not bad) health","F"
"989","LTU","Lithuania",2009,33.3,"Fair (not good, not bad) health","F"
"990","LTU","Lithuania",2010,31.1,"Fair (not good, not bad) health","F"
"991","LTU","Lithuania",2011,36.2,"Fair (not good, not bad) health","F"
"992","LTU","Lithuania",2012,35.1,"Fair (not good, not bad) health","F"
"993","LTU","Lithuania",2013,35.2,"Fair (not good, not bad) health","F"
"994","LTU","Lithuania",2014,37.2,"Fair (not good, not bad) health","F"
"995","LTU","Lithuania",2015,39.7,"Fair (not good, not bad) health","F"
"996","LTU","Lithuania",2016,39.8,"Fair (not good, not bad) health","F"
"997","LTU","Lithuania",2017,39.9,"Fair (not good, not bad) health","F"
"998","LTU","Lithuania",2018,40.2,"Fair (not good, not bad) health","F"
"999","LTU","Lithuania",2019,38.7,"Fair (not good, not bad) health","F"
"1000","LTU","Lithuania",2020,40.4,"Fair (not good, not bad) health","F"
"1001","LTU","Lithuania",2021,39.1,"Fair (not good, not bad) health","F"
"1002","LTU","Lithuania",2022,39,"Fair (not good, not bad) health","F"
"1003","LTU","Lithuania",2023,39.3,"Fair (not good, not bad) health","F"
"1004","LTU","Lithuania",2007,16.7,"Bad/very bad health","B"
"1005","LTU","Lithuania",2008,18.9,"Bad/very bad health","B"
"1006","LTU","Lithuania",2009,18.6,"Bad/very bad health","B"
"1007","LTU","Lithuania",2010,18.7,"Bad/very bad health","B"
"1008","LTU","Lithuania",2011,19.9,"Bad/very bad health","B"
"1009","LTU","Lithuania",2012,20.6,"Bad/very bad health","B"
"1010","LTU","Lithuania",2013,18.7,"Bad/very bad health","B"
"1011","LTU","Lithuania",2014,17.9,"Bad/very bad health","B"
"1012","LTU","Lithuania",2015,17.7,"Bad/very bad health","B"
"1013","LTU","Lithuania",2016,17.1,"Bad/very bad health","B"
"1014","LTU","Lithuania",2017,16.4,"Bad/very bad health","B"
"1015","LTU","Lithuania",2018,15.8,"Bad/very bad health","B"
"1016","LTU","Lithuania",2019,15.2,"Bad/very bad health","B"
"1017","LTU","Lithuania",2020,15.3,"Bad/very bad health","B"
"1018","LTU","Lithuania",2021,13.1,"Bad/very bad health","B"
"1019","LTU","Lithuania",2022,12.9,"Bad/very bad health","B"
"1020","LTU","Lithuania",2023,13.1,"Bad/very bad health","B"
"1021","LUX","Luxembourg",2007,74.4,"Good/very good health","G"
"1022","LUX","Luxembourg",2008,74,"Good/very good health","G"
"1023","LUX","Luxembourg",2009,73.9,"Good/very good health","G"
"1024","LUX","Luxembourg",2010,75.3,"Good/very good health","G"
"1025","LUX","Luxembourg",2011,72.5,"Good/very good health","G"
"1026","LUX","Luxembourg",2012,73.8,"Good/very good health","G"
"1027","LUX","Luxembourg",2013,71.9,"Good/very good health","G"
"1028","LUX","Luxembourg",2014,72.8,"Good/very good health","G"
"1029","LUX","Luxembourg",2015,70.4,"Good/very good health","G"
"1030","LUX","Luxembourg",2016,69.1,"Good/very good health","G"
"1031","LUX","Luxembourg",2017,71,"Good/very good health","G"
"1032","LUX","Luxembourg",2018,68.6,"Good/very good health","G"
"1033","LUX","Luxembourg",2019,71.7,"Good/very good health","G"
"1034","LUX","Luxembourg",2020,73.5,"Good/very good health","G"
"1035","LUX","Luxembourg",2021,76.4,"Good/very good health","G"
"1036","LUX","Luxembourg",2022,74.4,"Good/very good health","G"
"1037","LUX","Luxembourg",2023,74.1,"Good/very good health","G"
"1038","LUX","Luxembourg",2007,18.5,"Fair (not good, not bad) health","F"
"1039","LUX","Luxembourg",2008,18.3,"Fair (not good, not bad) health","F"
"1040","LUX","Luxembourg",2009,17.6,"Fair (not good, not bad) health","F"
"1041","LUX","Luxembourg",2010,16.8,"Fair (not good, not bad) health","F"
"1042","LUX","Luxembourg",2011,19.6,"Fair (not good, not bad) health","F"
"1043","LUX","Luxembourg",2012,18.9,"Fair (not good, not bad) health","F"
"1044","LUX","Luxembourg",2013,19.8,"Fair (not good, not bad) health","F"
"1045","LUX","Luxembourg",2014,18.9,"Fair (not good, not bad) health","F"
"1046","LUX","Luxembourg",2015,20.9,"Fair (not good, not bad) health","F"
"1047","LUX","Luxembourg",2016,21.3,"Fair (not good, not bad) health","F"
"1048","LUX","Luxembourg",2017,19.7,"Fair (not good, not bad) health","F"
"1049","LUX","Luxembourg",2018,21.2,"Fair (not good, not bad) health","F"
"1050","LUX","Luxembourg",2019,19.3,"Fair (not good, not bad) health","F"
"1051","LUX","Luxembourg",2020,18.7,"Fair (not good, not bad) health","F"
"1052","LUX","Luxembourg",2021,17.7,"Fair (not good, not bad) health","F"
"1053","LUX","Luxembourg",2022,20,"Fair (not good, not bad) health","F"
"1054","LUX","Luxembourg",2023,20.4,"Fair (not good, not bad) health","F"
"1055","LUX","Luxembourg",2007,7.1,"Bad/very bad health","B"
"1056","LUX","Luxembourg",2008,7.7,"Bad/very bad health","B"
"1057","LUX","Luxembourg",2009,8.4,"Bad/very bad health","B"
"1058","LUX","Luxembourg",2010,8,"Bad/very bad health","B"
"1059","LUX","Luxembourg",2011,7.9,"Bad/very bad health","B"
"1060","LUX","Luxembourg",2012,7.4,"Bad/very bad health","B"
"1061","LUX","Luxembourg",2013,8.3,"Bad/very bad health","B"
"1062","LUX","Luxembourg",2014,8.3,"Bad/very bad health","B"
"1063","LUX","Luxembourg",2015,8.7,"Bad/very bad health","B"
"1064","LUX","Luxembourg",2016,9.6,"Bad/very bad health","B"
"1065","LUX","Luxembourg",2017,9.2,"Bad/very bad health","B"
"1066","LUX","Luxembourg",2018,10.2,"Bad/very bad health","B"
"1067","LUX","Luxembourg",2019,9,"Bad/very bad health","B"
"1068","LUX","Luxembourg",2020,7.8,"Bad/very bad health","B"
"1069","LUX","Luxembourg",2021,5.9,"Bad/very bad health","B"
"1070","LUX","Luxembourg",2022,5.7,"Bad/very bad health","B"
"1071","LUX","Luxembourg",2023,5.5,"Bad/very bad health","B"
"1072","NLD","Netherlands",2007,76.3,"Good/very good health","G"
"1073","NLD","Netherlands",2008,77.3,"Good/very good health","G"
"1074","NLD","Netherlands",2009,77.6,"Good/very good health","G"
"1075","NLD","Netherlands",2010,78,"Good/very good health","G"
"1076","NLD","Netherlands",2011,76.3,"Good/very good health","G"
"1077","NLD","Netherlands",2012,75.6,"Good/very good health","G"
"1078","NLD","Netherlands",2013,75.6,"Good/very good health","G"
"1079","NLD","Netherlands",2014,77.3,"Good/very good health","G"
"1080","NLD","Netherlands",2015,76.2,"Good/very good health","G"
"1081","NLD","Netherlands",2016,75.9,"Good/very good health","G"
"1082","NLD","Netherlands",2017,76.1,"Good/very good health","G"
"1083","NLD","Netherlands",2018,75.6,"Good/very good health","G"
"1084","NLD","Netherlands",2019,74.8,"Good/very good health","G"
"1085","NLD","Netherlands",2020,78,"Good/very good health","G"
"1086","NLD","Netherlands",2021,73.1,"Good/very good health","G"
"1087","NLD","Netherlands",2022,71.3,"Good/very good health","G"
"1088","NLD","Netherlands",2023,69.6,"Good/very good health","G"
"1089","NLD","Netherlands",2007,18.8,"Fair (not good, not bad) health","F"
"1090","NLD","Netherlands",2008,17.4,"Fair (not good, not bad) health","F"
"1091","NLD","Netherlands",2009,17.5,"Fair (not good, not bad) health","F"
"1092","NLD","Netherlands",2010,17,"Fair (not good, not bad) health","F"
"1093","NLD","Netherlands",2011,17.9,"Fair (not good, not bad) health","F"
"1094","NLD","Netherlands",2012,18.6,"Fair (not good, not bad) health","F"
"1095","NLD","Netherlands",2013,19.1,"Fair (not good, not bad) health","F"
"1096","NLD","Netherlands",2014,17.2,"Fair (not good, not bad) health","F"
"1097","NLD","Netherlands",2015,18.5,"Fair (not good, not bad) health","F"
"1098","NLD","Netherlands",2016,19.2,"Fair (not good, not bad) health","F"
"1099","NLD","Netherlands",2017,19.3,"Fair (not good, not bad) health","F"
"1100","NLD","Netherlands",2018,19.7,"Fair (not good, not bad) health","F"
"1101","NLD","Netherlands",2019,19.7,"Fair (not good, not bad) health","F"
"1102","NLD","Netherlands",2020,17.6,"Fair (not good, not bad) health","F"
"1103","NLD","Netherlands",2021,21.6,"Fair (not good, not bad) health","F"
"1104","NLD","Netherlands",2022,23.4,"Fair (not good, not bad) health","F"
"1105","NLD","Netherlands",2023,24,"Fair (not good, not bad) health","F"
"1106","NLD","Netherlands",2007,4.9,"Bad/very bad health","B"
"1107","NLD","Netherlands",2008,5.3,"Bad/very bad health","B"
"1108","NLD","Netherlands",2009,4.8,"Bad/very bad health","B"
"1109","NLD","Netherlands",2010,5,"Bad/very bad health","B"
"1110","NLD","Netherlands",2011,5.7,"Bad/very bad health","B"
"1111","NLD","Netherlands",2012,5.8,"Bad/very bad health","B"
"1112","NLD","Netherlands",2013,5.3,"Bad/very bad health","B"
"1113","NLD","Netherlands",2014,5.4,"Bad/very bad health","B"
"1114","NLD","Netherlands",2015,5.2,"Bad/very bad health","B"
"1115","NLD","Netherlands",2016,4.9,"Bad/very bad health","B"
"1116","NLD","Netherlands",2017,4.6,"Bad/very bad health","B"
"1117","NLD","Netherlands",2018,4.7,"Bad/very bad health","B"
"1118","NLD","Netherlands",2019,5.5,"Bad/very bad health","B"
"1119","NLD","Netherlands",2020,4.5,"Bad/very bad health","B"
"1120","NLD","Netherlands",2021,5.2,"Bad/very bad health","B"
"1121","NLD","Netherlands",2022,5.3,"Bad/very bad health","B"
"1122","NLD","Netherlands",2023,6.5,"Bad/very bad health","B"
"1123","NZL","New Zealand",2007,8.5,"Fair (not good, not bad) health","F"
"1124","NZL","New Zealand",2007,1.9,"Bad/very bad health","B"
"1125","NZL","New Zealand",2012,2.5,"Bad/very bad health","B"
"1126","NZL","New Zealand",2012,8.3,"Fair (not good, not bad) health","F"
"1127","NZL","New Zealand",2013,8.2,"Fair (not good, not bad) health","F"
"1128","NZL","New Zealand",2013,2.3,"Bad/very bad health","B"
"1129","NZL","New Zealand",2014,1.7,"Bad/very bad health","B"
"1130","NZL","New Zealand",2014,6.9,"Fair (not good, not bad) health","F"
"1131","NZL","New Zealand",2015,8.8,"Fair (not good, not bad) health","F"
"1132","NZL","New Zealand",2015,2.4,"Bad/very bad health","B"
"1133","NZL","New Zealand",2016,2.5,"Bad/very bad health","B"
"1134","NZL","New Zealand",2016,9.8,"Fair (not good, not bad) health","F"
"1135","NZL","New Zealand",2017,9.5,"Fair (not good, not bad) health","F"
"1136","NZL","New Zealand",2017,2.3,"Bad/very bad health","B"
"1137","NZL","New Zealand",2018,2.4,"Bad/very bad health","B"
"1138","NZL","New Zealand",2018,10.1,"Fair (not good, not bad) health","F"
"1139","NZL","New Zealand",2019,11.2,"Fair (not good, not bad) health","F"
"1140","NZL","New Zealand",2019,2.7,"Bad/very bad health","B"
"1141","NZL","New Zealand",2020,2.4,"Bad/very bad health","B"
"1142","NZL","New Zealand",2020,10.6,"Fair (not good, not bad) health","F"
"1143","NZL","New Zealand",2021,9.9,"Fair (not good, not bad) health","F"
"1144","NZL","New Zealand",2021,2.1,"Bad/very bad health","B"
"1145","NZL","New Zealand",2022,2.1,"Bad/very bad health","B"
"1146","NZL","New Zealand",2022,9.9,"Fair (not good, not bad) health","F"
"1147","NZL","New Zealand",2023,10.9,"Fair (not good, not bad) health","F"
"1148","NZL","New Zealand",2023,3,"Bad/very bad health","B"
"1149","NZL","New Zealand",2007,89.6,"Good/very good health","G"
"1150","NZL","New Zealand",2012,89.2,"Good/very good health","G"
"1151","NZL","New Zealand",2013,89.5,"Good/very good health","G"
"1152","NZL","New Zealand",2014,91.4,"Good/very good health","G"
"1153","NZL","New Zealand",2015,88.9,"Good/very good health","G"
"1154","NZL","New Zealand",2016,87.7,"Good/very good health","G"
"1155","NZL","New Zealand",2017,88.2,"Good/very good health","G"
"1156","NZL","New Zealand",2018,87.4,"Good/very good health","G"
"1157","NZL","New Zealand",2019,86.1,"Good/very good health","G"
"1158","NZL","New Zealand",2020,87,"Good/very good health","G"
"1159","NZL","New Zealand",2021,88,"Good/very good health","G"
"1160","NZL","New Zealand",2022,88,"Good/very good health","G"
"1161","NZL","New Zealand",2023,86.2,"Good/very good health","G"
"1162","NOR","Norway",2007,76.4,"Good/very good health","G"
"1163","NOR","Norway",2008,76.6,"Good/very good health","G"
"1164","NOR","Norway",2009,76.5,"Good/very good health","G"
"1165","NOR","Norway",2010,76.7,"Good/very good health","G"
"1166","NOR","Norway",2011,73.2,"Good/very good health","G"
"1167","NOR","Norway",2012,78.7,"Good/very good health","G"
"1168","NOR","Norway",2013,76,"Good/very good health","G"
"1169","NOR","Norway",2014,78.5,"Good/very good health","G"
"1170","NOR","Norway",2015,78.3,"Good/very good health","G"
"1171","NOR","Norway",2016,77.1,"Good/very good health","G"
"1172","NOR","Norway",2017,77.4,"Good/very good health","G"
"1173","NOR","Norway",2018,76.6,"Good/very good health","G"
"1174","NOR","Norway",2019,72.7,"Good/very good health","G"
"1175","NOR","Norway",2020,74.5,"Good/very good health","G"
"1176","NOR","Norway",2021,74.6,"Good/very good health","G"
"1177","NOR","Norway",2022,73.9,"Good/very good health","G"
"1178","NOR","Norway",2023,73.9,"Good/very good health","G"
"1179","NOR","Norway",2007,15.1,"Fair (not good, not bad) health","F"
"1180","NOR","Norway",2008,15.5,"Fair (not good, not bad) health","F"
"1181","NOR","Norway",2009,16.1,"Fair (not good, not bad) health","F"
"1182","NOR","Norway",2010,15.5,"Fair (not good, not bad) health","F"
"1183","NOR","Norway",2011,18.3,"Fair (not good, not bad) health","F"
"1184","NOR","Norway",2012,15,"Fair (not good, not bad) health","F"
"1185","NOR","Norway",2013,16,"Fair (not good, not bad) health","F"
"1186","NOR","Norway",2014,14.6,"Fair (not good, not bad) health","F"
"1187","NOR","Norway",2015,15.3,"Fair (not good, not bad) health","F"
"1188","NOR","Norway",2016,15.2,"Fair (not good, not bad) health","F"
"1189","NOR","Norway",2017,15.3,"Fair (not good, not bad) health","F"
"1190","NOR","Norway",2018,15.7,"Fair (not good, not bad) health","F"
"1191","NOR","Norway",2019,17.6,"Fair (not good, not bad) health","F"
"1192","NOR","Norway",2020,16.4,"Fair (not good, not bad) health","F"
"1193","NOR","Norway",2021,16.4,"Fair (not good, not bad) health","F"
"1194","NOR","Norway",2022,16.9,"Fair (not good, not bad) health","F"
"1195","NOR","Norway",2023,16.6,"Fair (not good, not bad) health","F"
"1196","NOR","Norway",2007,8.4,"Bad/very bad health","B"
"1197","NOR","Norway",2008,7.9,"Bad/very bad health","B"
"1198","NOR","Norway",2009,7.4,"Bad/very bad health","B"
"1199","NOR","Norway",2010,7.8,"Bad/very bad health","B"
"1200","NOR","Norway",2011,8.5,"Bad/very bad health","B"
"1201","NOR","Norway",2012,6.3,"Bad/very bad health","B"
"1202","NOR","Norway",2013,7.9,"Bad/very bad health","B"
"1203","NOR","Norway",2014,6.9,"Bad/very bad health","B"
"1204","NOR","Norway",2015,6.4,"Bad/very bad health","B"
"1205","NOR","Norway",2016,7.7,"Bad/very bad health","B"
"1206","NOR","Norway",2017,7.2,"Bad/very bad health","B"
"1207","NOR","Norway",2018,7.7,"Bad/very bad health","B"
"1208","NOR","Norway",2019,9.6,"Bad/very bad health","B"
"1209","NOR","Norway",2020,9,"Bad/very bad health","B"
"1210","NOR","Norway",2021,9,"Bad/very bad health","B"
"1211","NOR","Norway",2022,9.2,"Bad/very bad health","B"
"1212","NOR","Norway",2023,9.6,"Bad/very bad health","B"
"1213","POL","Poland",2007,56.8,"Good/very good health","G"
"1214","POL","Poland",2008,57.7,"Good/very good health","G"
"1215","POL","Poland",2009,56.1,"Good/very good health","G"
"1216","POL","Poland",2010,57.8,"Good/very good health","G"
"1217","POL","Poland",2011,57.6,"Good/very good health","G"
"1218","POL","Poland",2012,57.7,"Good/very good health","G"
"1219","POL","Poland",2013,58.3,"Good/very good health","G"
"1220","POL","Poland",2014,58.1,"Good/very good health","G"
"1221","POL","Poland",2015,57.8,"Good/very good health","G"
"1222","POL","Poland",2016,58.4,"Good/very good health","G"
"1223","POL","Poland",2017,58.8,"Good/very good health","G"
"1224","POL","Poland",2018,59.1,"Good/very good health","G"
"1225","POL","Poland",2019,59.8,"Good/very good health","G"
"1226","POL","Poland",2020,61.6,"Good/very good health","G"
"1227","POL","Poland",2021,64.4,"Good/very good health","G"
"1228","POL","Poland",2022,62.2,"Good/very good health","G"
"1229","POL","Poland",2023,62.7,"Good/very good health","G"
"1230","POL","Poland",2007,26.3,"Fair (not good, not bad) health","F"
"1231","POL","Poland",2008,25.9,"Fair (not good, not bad) health","F"
"1232","POL","Poland",2009,27.3,"Fair (not good, not bad) health","F"
"1233","POL","Poland",2010,26.8,"Fair (not good, not bad) health","F"
"1234","POL","Poland",2011,27.5,"Fair (not good, not bad) health","F"
"1235","POL","Poland",2012,27.6,"Fair (not good, not bad) health","F"
"1236","POL","Poland",2013,27.4,"Fair (not good, not bad) health","F"
"1237","POL","Poland",2014,28.1,"Fair (not good, not bad) health","F"
"1238","POL","Poland",2015,27.9,"Fair (not good, not bad) health","F"
"1239","POL","Poland",2016,27.9,"Fair (not good, not bad) health","F"
"1240","POL","Poland",2017,27.5,"Fair (not good, not bad) health","F"
"1241","POL","Poland",2018,28.1,"Fair (not good, not bad) health","F"
"1242","POL","Poland",2019,27.4,"Fair (not good, not bad) health","F"
"1243","POL","Poland",2020,27.6,"Fair (not good, not bad) health","F"
"1244","POL","Poland",2021,25.3,"Fair (not good, not bad) health","F"
"1245","POL","Poland",2022,27.8,"Fair (not good, not bad) health","F"
"1246","POL","Poland",2023,27.2,"Fair (not good, not bad) health","F"
"1247","POL","Poland",2007,16.9,"Bad/very bad health","B"
"1248","POL","Poland",2008,16.4,"Bad/very bad health","B"
"1249","POL","Poland",2009,16.5,"Bad/very bad health","B"
"1250","POL","Poland",2010,15.4,"Bad/very bad health","B"
"1251","POL","Poland",2011,14.9,"Bad/very bad health","B"
"1252","POL","Poland",2012,14.7,"Bad/very bad health","B"
"1253","POL","Poland",2013,14.3,"Bad/very bad health","B"
"1254","POL","Poland",2014,13.7,"Bad/very bad health","B"
"1255","POL","Poland",2015,14.3,"Bad/very bad health","B"
"1256","POL","Poland",2016,13.7,"Bad/very bad health","B"
"1257","POL","Poland",2017,13.6,"Bad/very bad health","B"
"1258","POL","Poland",2018,12.8,"Bad/very bad health","B"
"1259","POL","Poland",2019,12.8,"Bad/very bad health","B"
"1260","POL","Poland",2020,10.8,"Bad/very bad health","B"
"1261","POL","Poland",2021,10.3,"Bad/very bad health","B"
"1262","POL","Poland",2022,9.9,"Bad/very bad health","B"
"1263","POL","Poland",2023,10,"Bad/very bad health","B"
"1264","PRT","Portugal",2007,45.8,"Good/very good health","G"
"1265","PRT","Portugal",2008,48.3,"Good/very good health","G"
"1266","PRT","Portugal",2009,47.7,"Good/very good health","G"
"1267","PRT","Portugal",2010,49.2,"Good/very good health","G"
"1268","PRT","Portugal",2011,49.7,"Good/very good health","G"
"1269","PRT","Portugal",2012,48,"Good/very good health","G"
"1270","PRT","Portugal",2013,46.1,"Good/very good health","G"
"1271","PRT","Portugal",2014,45.9,"Good/very good health","G"
"1272","PRT","Portugal",2015,46.4,"Good/very good health","G"
"1273","PRT","Portugal",2016,47.6,"Good/very good health","G"
"1274","PRT","Portugal",2017,48.8,"Good/very good health","G"
"1275","PRT","Portugal",2018,49.3,"Good/very good health","G"
"1276","PRT","Portugal",2019,50,"Good/very good health","G"
"1277","PRT","Portugal",2020,51.2,"Good/very good health","G"
"1278","PRT","Portugal",2021,50.1,"Good/very good health","G"
"1279","PRT","Portugal",2022,49.4,"Good/very good health","G"
"1280","PRT","Portugal",2023,51,"Good/very good health","G"
"1281","PRT","Portugal",2007,35.2,"Fair (not good, not bad) health","F"
"1282","PRT","Portugal",2008,32.1,"Fair (not good, not bad) health","F"
"1283","PRT","Portugal",2009,32.9,"Fair (not good, not bad) health","F"
"1284","PRT","Portugal",2010,30.5,"Fair (not good, not bad) health","F"
"1285","PRT","Portugal",2011,32.2,"Fair (not good, not bad) health","F"
"1286","PRT","Portugal",2012,33.8,"Fair (not good, not bad) health","F"
"1287","PRT","Portugal",2013,35.3,"Fair (not good, not bad) health","F"
"1288","PRT","Portugal",2014,35.7,"Fair (not good, not bad) health","F"
"1289","PRT","Portugal",2015,35.6,"Fair (not good, not bad) health","F"
"1290","PRT","Portugal",2016,36.4,"Fair (not good, not bad) health","F"
"1291","PRT","Portugal",2017,35.9,"Fair (not good, not bad) health","F"
